test_year,operation_stratum,score,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,weighted_capture_rate,weighted_lift
2012,high operations,airport_operations_only,0.05,1681,93,85,3,0.03225806451612903,0.03529411764705882,0.055324211778703156,0.6379506641366224,0.03062619114875749,0.6387025857972466
2012,high operations,airport_operations_only,0.1,1681,93,169,12,0.12903225806451613,0.07100591715976332,0.055324211778703156,1.2834510402748616,0.12308570929856774,1.287255495676369
2013,all matched,component_transition_score,0.05,5455,303,273,127,0.41914191419141916,0.4652014652014652,0.055545371219065075,8.375161691993377,0.42059086854733074,8.364226430786033
2013,all matched,component_transition_score,0.1,5455,303,546,180,0.594059405940594,0.32967032967032966,0.055545371219065075,5.935153954955935,0.5974327386062991,5.928999269699484
2013,low operations,component_transition_score,0.05,1972,108,99,45,0.4166666666666667,0.45454545454545453,0.05476673427991886,8.2996632996633,0.4167372809360897,8.307820319626538
2013,low operations,component_transition_score,0.1,1972,108,198,69,0.6388888888888888,0.3484848484848485,0.05476673427991886,6.363075196408531,0.6374756438301341,6.321876135409757
2013,medium operations,component_transition_score,0.05,1789,110,90,45,0.4090909090909091,0.5,0.06148686416992733,8.131818181818183,0.4080575118919533,8.158422827995242
2013,medium operations,component_transition_score,0.1,1789,110,179,66,0.6,0.3687150837988827,0.06148686416992733,5.996648044692738,0.5996202530469177,6.009592810190156
2013,high operations,component_transition_score,0.05,1694,85,85,35,0.4117647058823529,0.4117647058823529,0.050177095631641085,8.206228373702421,0.4135032233698532,8.24226956729215
2013,high operations,component_transition_score,0.1,1694,85,170,46,0.5411764705882353,0.27058823529411763,0.050177095631641085,5.392664359861591,0.5417385901324454,5.390140589067743
2013,all matched,airport_operations_only,0.05,5455,303,273,15,0.04950495049504951,0.054945054945054944,0.055545371219065075,0.9891923258259893,0.04340195942788011,0.9879609222471732
2013,all matched,airport_operations_only,0.1,5455,303,546,25,0.08250825082508251,0.045787545787545784,0.055545371219065075,0.8243269381883244,0.07313380761460916,0.8220305188053332
2013,low operations,airport_operations_only,0.05,1972,108,99,11,0.10185185185185185,0.1111111111111111,0.05476673427991886,2.02880658436214,0.09652988772216628,2.033230459683393
2013,low operations,airport_operations_only,0.1,1972,108,198,13,0.12037037037037036,0.06565656565656566,0.05476673427991886,1.19884025439581,0.11421505241169876,1.1990012422190703
2013,medium operations,airport_operations_only,0.05,1789,110,90,7,0.06363636363636363,0.07777777777777778,0.06148686416992733,1.264949494949495,0.06133358537399458,1.2706403916922369
2013,medium operations,airport_operations_only,0.1,1789,110,179,19,0.17272727272727273,0.10614525139664804,0.06148686416992733,1.7263077704418488,0.1668617534560249,1.7346826468954948
2013,high operations,airport_operations_only,0.05,1694,85,85,7,0.08235294117647059,0.08235294117647059,0.050177095631641085,1.6412456747404844,0.07785073327499799,1.6370036677696227
2013,high operations,airport_operations_only,0.1,1694,85,170,9,0.10588235294117647,0.052941176470588235,0.050177095631641085,1.0550865051903113,0.10023892817004337,1.0510023571217417
2014,all matched,component_transition_score,0.05,6853,330,343,146,0.44242424242424244,0.42565597667638483,0.048154093097913325,8.839455782312925,0.4455233759141195,8.864351672046952
2014,all matched,component_transition_score,0.1,6853,330,686,212,0.6424242424242425,0.30903790087463556,0.048154093097913325,6.4176870748299315,0.644974384483529,6.395477926599136
2014,low operations,component_transition_score,0.05,2565,119,129,57,0.4789915966386555,0.4418604651162791,0.04639376218323587,9.524135235489544,0.47859013204575673,9.487049114160218
2014,low operations,component_transition_score,0.1,2565,119,257,79,0.6638655462184874,0.30739299610894943,0.04639376218323587,6.625739790079456,0.6606455294993894,6.580505661881888
2014,medium operations,component_transition_score,0.05,2028,113,102,45,0.39823008849557523,0.4411764705882353,0.05571992110453649,7.917751171264966,0.3980260320685301,7.971926438718121
2014,medium operations,component_transition_score,0.1,2028,113,203,69,0.6106194690265486,0.3399014778325123,0.05571992110453649,6.100178734905619,0.6111064928845753,6.122565696934428
2014,high operations,component_transition_score,0.05,2260,98,113,39,0.3979591836734694,0.34513274336283184,0.04336283185840708,7.959183673469387,0.39826148734388994,7.9448292617009
2014,high operations,component_transition_score,0.1,2260,98,226,57,0.5816326530612245,0.252212389380531,0.04336283185840708,5.816326530612245,0.5836503079844465,5.825809005851506
2014,all matched,airport_operations_only,0.05,6853,330,343,17,0.051515151515151514,0.04956268221574344,0.048154093097913325,1.0292517006802722,0.044995439277399824,1.0278534098603302
2014,all matched,airport_operations_only,0.1,6853,330,686,33,0.1,0.048104956268221574,0.048154093097913325,0.9989795918367347,0.08849892868055015,0.9979591499107686
2014,low operations,airport_operations_only,0.05,2565,119,129,9,0.07563025210084033,0.06976744186046512,0.04639376218323587,1.5038108266562438,0.07133590085727175,1.5051800980209602
2014,low operations,airport_operations_only,0.1,2565,119,257,11,0.09243697478991597,0.042801556420233464,0.04639376218323587,0.9225713631756204,0.08724386377456465,0.920617994253124
2014,medium operations,airport_operations_only,0.05,2028,113,102,6,0.05309734513274336,0.058823529411764705,0.05571992110453649,1.055700156168662,0.05122789561259252,1.0597162631350399
2014,medium operations,airport_operations_only,0.1,2028,113,203,9,0.07964601769911504,0.04433497536945813,0.05571992110453649,0.7956754871616025,0.07700008649554209,0.798139608783031
2014,high operations,airport_operations_only,0.05,2260,98,113,4,0.04081632653061224,0.035398230088495575,0.04336283185840708,0.8163265306122449,0.0387169619745421,0.8165208837326732
2014,high operations,airport_operations_only,0.1,2260,98,226,12,0.12244897959183673,0.05309734513274336,0.04336283185840708,1.2244897959183674,0.11675973756735294,1.2276380391069015
2015,all matched,component_transition_score,0.05,6488,279,325,122,0.43727598566308246,0.37538461538461537,0.043002466091245375,8.729374138406396,0.4382376764881347,8.712582231301457
2015,all matched,component_transition_score,0.1,6488,279,649,166,0.5949820788530465,0.25577812018489987,0.043002466091245375,5.947987253618747,0.5951037085621974,5.930769080367374
2015,low operations,component_transition_score,0.05,2410,96,121,43,0.4479166666666667,0.35537190082644626,0.03983402489626556,8.921315426997245,0.44696908200823243,8.912007751224829
2015,low operations,component_transition_score,0.1,2410,96,241,57,0.59375,0.23651452282157676,0.03983402489626556,5.9375,0.593863264186536,5.9539658180586725
2015,medium operations,component_transition_score,0.05,1925,94,97,35,0.3723404255319149,0.36082474226804123,0.04883116883116883,7.38923009431893,0.37249531529706587,7.435930945475897
2015,medium operations,component_transition_score,0.1,1925,94,193,48,0.5106382978723404,0.24870466321243523,0.04883116883116883,5.093154007275935,0.5113567291253938,5.113768064469161
2015,high operations,component_transition_score,0.05,2153,89,108,41,0.4606741573033708,0.37962962962962965,0.041337668369716675,9.183624635871828,0.4622894453461698,9.18356277965256
2015,high operations,component_transition_score,0.1,2153,89,216,61,0.6853932584269663,0.2824074074074074,0.041337668369716675,6.831720765709529,0.6888242811432872,6.8333908829395416
2015,all matched,airport_operations_only,0.05,6488,279,325,18,0.06451612903225806,0.055384615384615386,0.043002466091245375,1.287940446650124,0.05661502318477509,1.2954900587204903
2015,all matched,airport_operations_only,0.1,6488,279,649,30,0.10752688172043011,0.046224961479198766,0.043002466091245375,1.0749374554732674,0.09533880933563792,1.0784586981258408
2015,low operations,airport_operations_only,0.05,2410,96,121,9,0.09375,0.0743801652892562,0.03983402489626556,1.8672520661157026,0.08865407371834876,1.876961965809477
2015,low operations,airport_operations_only,0.1,2410,96,241,12,0.125,0.04979253112033195,0.03983402489626556,1.25,0.11844228083603524,1.253364010912281
2015,medium operations,airport_operations_only,0.05,1925,94,97,11,0.11702127659574468,0.1134020618556701,0.04883116883116883,2.322329458214521,0.1133134417917163,2.336142875518583
2015,medium operations,airport_operations_only,0.1,1925,94,193,14,0.14893617021276595,0.07253886010362694,0.04883116883116883,1.4855032521221474,0.14434388218904293,1.4933624123271005
2015,high operations,airport_operations_only,0.05,2153,89,108,5,0.056179775280898875,0.046296296296296294,0.041337668369716675,1.119954223886808,0.05336477345224395,1.1185610045613805
2015,high operations,airport_operations_only,0.1,2153,89,216,11,0.12359550561797752,0.05092592592592592,0.041337668369716675,1.2319496462754889,0.11760952256020447,1.2306655580060981
2016,all matched,component_transition_score,0.05,6209,304,311,134,0.4407894736842105,0.43086816720257237,0.048961185376067,8.800198849213064,0.44184582659949656,8.775099266810662
2016,all matched,component_transition_score,0.1,6209,304,621,182,0.5986842105263158,0.29307568438003223,0.048961185376067,5.985878040511908,0.5985024551730983,5.96681000862976
2016,low operations,component_transition_score,0.05,2249,104,113,46,0.4423076923076923,0.40707964601769914,0.046242774566473986,8.803097345132745,0.44717852645406075,8.827324990086106
2016,low operations,component_transition_score,0.1,2249,104,225,61,0.5865384615384616,0.27111111111111114,0.046242774566473986,5.8627777777777785,0.5875149004323064,5.883756536038163
2016,medium operations,component_transition_score,0.05,1972,114,99,49,0.4298245614035088,0.494949494949495,0.057809330628803245,8.561757930178983,0.4305677636293046,8.595410811061502
2016,medium operations,component_transition_score,0.1,1972,114,198,66,0.5789473684210527,0.3333333333333333,0.057809330628803245,5.766081871345029,0.5794496887440839,5.778487416594888
2016,high operations,component_transition_score,0.05,1988,86,100,42,0.4883720930232558,0.42,0.043259557344064385,9.708837209302326,0.48718807257286045,9.663336470929481
2016,high operations,component_transition_score,0.1,1988,86,199,55,0.6395348837209303,0.27638190954773867,0.043259557344064385,6.38892135094075,0.6383952907197791,6.359729448524283
2016,all matched,airport_operations_only,0.05,6209,304,311,16,0.05263157894736842,0.05144694533762058,0.048961185376067,1.0507700118463361,0.04637849068780077,1.057769591659038
2016,all matched,airport_operations_only,0.1,6209,304,621,30,0.09868421052631579,0.04830917874396135,0.048961185376067,0.9866831934909738,0.08781210185927746,0.9906075566122639
2016,low operations,airport_operations_only,0.05,2249,104,113,2,0.019230769230769232,0.017699115044247787,0.046242774566473986,0.38274336283185845,0.018138817379581524,0.3833423371010185
2016,low operations,airport_operations_only,0.1,2249,104,225,10,0.09615384615384616,0.044444444444444446,0.046242774566473986,0.9611111111111112,0.09091574109862781,0.963092939491445
2016,medium operations,airport_operations_only,0.05,1972,114,99,7,0.06140350877192982,0.0707070707070707,0.057809330628803245,1.2231082757398546,0.05937348153425034,1.2286171668566692
2016,medium operations,airport_operations_only,0.1,1972,114,198,20,0.17543859649122806,0.10101010101010101,0.057809330628803245,1.747297536771221,0.17035805968083295,1.7576146203146465
2016,high operations,airport_operations_only,0.05,1988,86,100,2,0.023255813953488372,0.02,0.043259557344064385,0.46232558139534885,0.022071445885448113,0.46116901801294063
2016,high operations,airport_operations_only,0.1,1988,86,199,6,0.06976744186046512,0.03015075376884422,0.043259557344064385,0.6969732382844455,0.06635600294064467,0.6957485178015657
2017,all matched,component_transition_score,0.05,6358,346,318,138,0.3988439306358382,0.4339622641509434,0.05441962881409248,7.974370160322827,0.40551169282355226,7.995202362490609
2017,all matched,component_transition_score,0.1,6358,346,636,186,0.5375722543352601,0.29245283018867924,0.05441962881409248,5.374032064565384,0.5463426606351992,5.405915915960469
2017,low operations,component_transition_score,0.05,2195,115,110,52,0.45217391304347826,0.4727272727272727,0.05239179954441914,9.02292490118577,0.4563305140956752,9.08024187955671
2017,low operations,component_transition_score,0.1,2195,115,220,74,0.6434782608695652,0.33636363636363636,0.05239179954441914,6.420158102766798,0.6487520731442751,6.463142437852904
2017,medium operations,component_transition_score,0.05,2031,130,102,47,0.36153846153846153,0.46078431372549017,0.06400787789266371,7.198868778280542,0.36072019781291065,7.203901875324557
2017,medium operations,component_transition_score,0.1,2031,130,204,69,0.5307692307692308,0.3382352941176471,0.06400787789266371,5.284276018099548,0.5300082362221505,5.2879261909747015
2017,high operations,component_transition_score,0.05,2132,101,107,35,0.3465346534653465,0.32710280373831774,0.0473733583489681,6.904783936337559,0.3488033198690688,6.910800303736489
2017,high operations,component_transition_score,0.1,2132,101,214,50,0.49504950495049505,0.2336448598130841,0.0473733583489681,4.9319885259554,0.4981617440748553,4.938763081177352
2017,all matched,airport_operations_only,0.05,6358,346,318,14,0.04046242774566474,0.0440251572327044,0.05441962881409248,0.8089940742356491,0.03556106657885551,0.8109005773641751
2017,all matched,airport_operations_only,0.1,6358,346,636,29,0.0838150289017341,0.04559748427672956,0.05441962881409248,0.8378867197440651,0.07457711984552487,0.8396135632351498
2017,low operations,airport_operations_only,0.05,2195,115,110,8,0.06956521739130435,0.07272727272727272,0.05239179954441914,1.3881422924901183,0.06583591103032406,1.3929109159142132
2017,low operations,airport_operations_only,0.1,2195,115,220,17,0.14782608695652175,0.07727272727272727,0.05239179954441914,1.4749011857707508,0.14017827979319536,1.4801258465816243
2017,medium operations,airport_operations_only,0.05,2031,130,102,7,0.05384615384615385,0.06862745098039216,0.06400787789266371,1.0721719457013577,0.05211405733613001,1.0767074404056947
2017,medium operations,airport_operations_only,0.1,2031,130,204,20,0.15384615384615385,0.09803921568627451,0.06400787789266371,1.5316742081447965,0.14917432448927256,1.5385985695248532
2017,high operations,airport_operations_only,0.05,2132,101,107,3,0.0297029702970297,0.028037383177570093,0.0473733583489681,0.591838623114648,0.02813989339091624,0.5901799245728983
2017,high operations,airport_operations_only,0.1,2132,101,214,7,0.06930693069306931,0.03271028037383177,0.0473733583489681,0.6904783936337558,0.06584577936619397,0.688843908260811
2018,all matched,component_transition_score,0.05,7295,358,365,162,0.45251396648044695,0.4438356164383562,0.049074708704592185,9.044080508150303,0.4555905415821935,9.081909984908268
2018,all matched,component_transition_score,0.1,7295,358,730,228,0.6368715083798883,0.31232876712328766,0.049074708704592185,6.364352950179843,0.6389183518409517,6.3789108365820315
2018,low operations,component_transition_score,0.05,2598,105,130,58,0.5523809523809524,0.4461538461538462,0.04041570438799076,11.03912087912088,0.5521272997515049,11.038593801677912
2018,low operations,component_transition_score,0.1,2598,105,260,73,0.6952380952380952,0.28076923076923077,0.04041570438799076,6.947032967032968,0.6964528073629274,6.957315432639301
2018,medium operations,component_transition_score,0.05,2348,151,118,55,0.36423841059602646,0.4661016949152542,0.06431005110732538,7.247727017622629,0.36401842004240864,7.266309650562666
2018,medium operations,component_transition_score,0.1,2348,151,235,86,0.5695364238410596,0.3659574468085106,0.06431005110732538,5.6905171199098215,0.5680058446515809,5.68629362040979
2018,high operations,component_transition_score,0.05,2349,102,118,45,0.4411764705882353,0.3813559322033898,0.04342273307790549,8.782402791625124,0.44027464475125966,8.757486506888123
2018,high operations,component_transition_score,0.1,2349,102,235,59,0.5784313725490197,0.251063829787234,0.04342273307790549,5.781852315394242,0.5775131045977041,5.76102888833037
2018,all matched,airport_operations_only,0.05,7295,358,365,15,0.04189944134078212,0.0410958904109589,0.049074708704592185,0.8374148618657687,0.03701130889708824,0.8441287422406137
2018,all matched,airport_operations_only,0.1,7295,358,730,35,0.09776536312849161,0.04794520547945205,0.049074708704592185,0.9769840055100635,0.08763103701069438,0.9861437055710524
2018,low operations,airport_operations_only,0.05,2598,105,130,3,0.02857142857142857,0.023076923076923078,0.04041570438799076,0.570989010989011,0.027161892713970227,0.5737340059635132
2018,low operations,airport_operations_only,0.1,2598,105,260,8,0.0761904761904762,0.03076923076923077,0.04041570438799076,0.7613186813186814,0.07257351383483628,0.7648207380770555
2018,medium operations,airport_operations_only,0.05,2348,151,118,12,0.07947019867549669,0.1016949152542373,0.06431005110732538,1.581322258390392,0.07696077116147401,1.5907619263140151
2018,medium operations,airport_operations_only,0.1,2348,151,235,20,0.13245033112582782,0.0851063829787234,0.06431005110732538,1.3233760743976328,0.1284424066032383,1.3309290588585523
2018,high operations,airport_operations_only,0.05,2349,102,118,0,0.0,0.0,0.04342273307790549,0.0,0.0,0.0
2018,high operations,airport_operations_only,0.1,2349,102,235,8,0.0784313725490196,0.03404255319148936,0.04342273307790549,0.7839799749687109,0.07480529425293155,0.7863132057587324
2019,all matched,component_transition_score,0.05,7520,332,376,142,0.42771084337349397,0.3776595744680851,0.04414893617021277,8.55421686746988,0.4287009472825087,8.498931392590922
2019,all matched,component_transition_score,0.1,7520,332,752,197,0.5933734939759037,0.261968085106383,0.04414893617021277,5.933734939759036,0.5960105762792559,5.925179488532793
2019,low operations,component_transition_score,0.05,2615,120,131,47,0.39166666666666666,0.35877862595419846,0.045889101338432124,7.818384223918574,0.3950358681984306,7.873811496919107
2019,low operations,component_transition_score,0.1,2615,120,262,74,0.6166666666666667,0.2824427480916031,0.045889101338432124,6.1548982188295165,0.6194213551485339,6.1737019914727
2019,medium operations,component_transition_score,0.05,2346,114,118,52,0.45614035087719296,0.4406779661016949,0.04859335038363171,9.068688670829617,0.4552651548279708,9.092703560801397
2019,medium operations,component_transition_score,0.1,2346,114,235,69,0.6052631578947368,0.2936170212765957,0.04859335038363171,6.042329227323628,0.6044392639406518,6.05107480635877
2019,high operations,component_transition_score,0.05,2559,98,128,43,0.4387755102040816,0.3359375,0.03829620945681907,8.772082270408163,0.4396234062835953,8.716219419607437
2019,high operations,component_transition_score,0.1,2559,98,256,57,0.5816326530612245,0.22265625,0.03829620945681907,5.814054528061224,0.5827279197656631,5.80452429313357
2019,all matched,airport_operations_only,0.05,7520,332,376,9,0.02710843373493976,0.023936170212765957,0.04414893617021277,0.5421686746987951,0.02360849005446518,0.5390390967135018
2019,all matched,airport_operations_only,0.1,7520,332,752,17,0.05120481927710843,0.022606382978723406,0.04414893617021277,0.5120481927710844,0.04518805276992954,0.509883412812912
2019,low operations,airport_operations_only,0.05,2615,120,131,6,0.05,0.04580152671755725,0.045889101338432124,0.998091603053435,0.04758729090431131,1.003522505883303
2019,low operations,airport_operations_only,0.1,2615,120,262,14,0.11666666666666667,0.05343511450381679,0.045889101338432124,1.164440203562341,0.11125838478578212,1.1712787088571734
2019,medium operations,airport_operations_only,0.05,2346,114,118,2,0.017543859649122806,0.01694915254237288,0.04859335038363171,0.3487957181088314,0.016938089296855027,0.3498284744572935
2019,medium operations,airport_operations_only,0.1,2346,114,235,11,0.09649122807017543,0.04680851063829787,0.04859335038363171,0.9632698768197089,0.0932566105315862,0.9654783034486006
2019,high operations,airport_operations_only,0.05,2559,98,128,5,0.05102040816326531,0.0390625,0.03829620945681907,1.0200095663265305,0.048100677753356,1.0128144911284067
2019,high operations,airport_operations_only,0.1,2559,98,256,6,0.061224489795918366,0.0234375,0.03829620945681907,0.6120057397959183,0.057777081340885376,0.6069918685677774
2020,all matched,component_transition_score,0.05,4260,213,213,81,0.38028169014084506,0.38028169014084506,0.05,7.605633802816901,0.3793790908645188,7.672425305381252
2020,all matched,component_transition_score,0.1,4260,213,426,118,0.5539906103286385,0.27699530516431925,0.05,5.539906103286385,0.555686855960378,5.598791634532212
2020,low operations,component_transition_score,0.05,2497,113,125,44,0.3893805309734513,0.352,0.04525430516619944,7.7782654867256635,0.3929789165311905,7.829532653310138
2020,low operations,component_transition_score,0.1,2497,113,250,61,0.5398230088495575,0.244,0.04525430516619944,5.39175221238938,0.5441027258056829,5.454997647912125
2020,medium operations,component_transition_score,0.05,1172,64,59,28,0.4375,0.4745762711864407,0.05460750853242321,8.690677966101696,0.4371371187787894,8.728423206285166
2020,medium operations,component_transition_score,0.1,1172,64,118,36,0.5625,0.3050847457627119,0.05460750853242321,5.586864406779661,0.5617872218142232,5.609011947330454
2020,high operations,component_transition_score,0.05,591,36,30,15,0.4166666666666667,0.5,0.06091370558375635,8.208333333333334,0.42001077210381993,8.267018943008313
2020,high operations,component_transition_score,0.1,591,36,60,19,0.5277777777777778,0.31666666666666665,0.06091370558375635,5.198611111111111,0.5308522902717294,5.230376840517623
2020,all matched,airport_operations_only,0.05,4260,213,213,15,0.07042253521126761,0.07042253521126761,0.05,1.408450704225352,0.06170024319321266,1.4231506348401868
2020,all matched,airport_operations_only,0.1,4260,213,426,30,0.14084507042253522,0.07042253521126761,0.05,1.408450704225352,0.12526731649356,1.4310808212958466
2020,low operations,airport_operations_only,0.05,2497,113,125,9,0.07964601769911504,0.072,0.04525430516619944,1.591008849557522,0.07467177619244512,1.6056296102490681
2020,low operations,airport_operations_only,0.1,2497,113,250,15,0.13274336283185842,0.06,0.04525430516619944,1.3258407079646017,0.12474953122439321,1.337394952703475
2020,medium operations,airport_operations_only,0.05,1172,64,59,6,0.09375,0.1016949152542373,0.05460750853242321,1.8622881355932204,0.09052550832134704,1.875884518796591
2020,medium operations,airport_operations_only,0.1,1172,64,118,10,0.15625,0.0847457627118644,0.05460750853242321,1.5519067796610169,0.15103275304999286,1.5607346799271278
2020,high operations,airport_operations_only,0.05,591,36,30,4,0.1111111111111111,0.13333333333333333,0.06091370558375635,2.1888888888888887,0.10675731938916104,2.1943378704683076
2020,high operations,airport_operations_only,0.1,591,36,60,7,0.19444444444444445,0.11666666666666667,0.06091370558375635,1.9152777777777776,0.18832501810430932,1.9147808904960952
2021,all matched,component_transition_score,0.05,6401,303,321,129,0.42574257425742573,0.40186915887850466,0.0473363536947352,8.48965176891521,0.4327514249272247,8.559714433705665
2021,all matched,component_transition_score,0.1,6401,303,641,179,0.5907590759075908,0.2792511700468019,0.0473363536947352,5.899296169866597,0.5954173838879158,5.93668400215629
2021,low operations,component_transition_score,0.05,2576,118,129,55,0.4661016949152542,0.4263565891472868,0.04580745341614907,9.307581132571277,0.4728009536657728,9.390854420796847
2021,low operations,component_transition_score,0.1,2576,118,258,72,0.6101694915254238,0.27906976744186046,0.04580745341614907,6.092234923137563,0.6162562848028666,6.149055519233762
2021,medium operations,component_transition_score,0.05,2429,132,122,55,0.4166666666666667,0.45081967213114754,0.054343351173322355,8.295765027322405,0.4190483686343996,8.347977859808621
2021,medium operations,component_transition_score,0.1,2429,132,243,74,0.5606060606060606,0.3045267489711934,0.054343351173322355,5.603753585235067,0.5613265971866502,5.625924595004766
2021,high operations,component_transition_score,0.05,1396,53,70,21,0.39622641509433965,0.3,0.03796561604584527,7.90188679245283,0.39834532842155873,7.8830358765516
2021,high operations,component_transition_score,0.1,1396,53,140,33,0.6226415094339622,0.2357142857142857,0.03796561604584527,6.2086253369272235,0.6250127709237101,6.205668606093436
2021,all matched,airport_operations_only,0.05,6401,303,321,13,0.0429042904290429,0.040498442367601244,0.0473363536947352,0.8555463022937807,0.03775844147479699,0.8581922351053198
2021,all matched,airport_operations_only,0.1,6401,303,641,21,0.06930693069306931,0.0327613104524181,0.0473363536947352,0.6920961986994332,0.06122921483978177,0.6926045670902286
2021,low operations,airport_operations_only,0.05,2576,118,129,9,0.07627118644067797,0.06976744186046512,0.04580745341614907,1.5230587307843908,0.07180537787539208,1.5230301301180695
2021,low operations,airport_operations_only,0.1,2576,118,258,21,0.17796610169491525,0.08139534883720931,0.04580745341614907,1.7769018525817895,0.16812905359862415,1.7768533221049374
2021,medium operations,airport_operations_only,0.05,2429,132,122,5,0.03787878787878788,0.040983606557377046,0.054343351173322355,0.7541604570293095,0.03675671180834336,0.7571245014427378
2021,medium operations,airport_operations_only,0.1,2429,132,243,15,0.11363636363636363,0.06172839506172839,0.054343351173322355,1.135895997007108,0.11054736773188367,1.1413572284708966
2021,high operations,airport_operations_only,0.05,1396,53,70,0,0.0,0.0,0.03796561604584527,0.0,0.0,0.0
2021,high operations,airport_operations_only,0.1,1396,53,140,0,0.0,0.0,0.03796561604584527,0.0,0.0,0.0
2022,all matched,component_transition_score,0.05,7407,337,371,135,0.40059347181008903,0.3638814016172507,0.04549750236262994,7.997832468186872,0.4024422821490059,8.02270557687506
2022,all matched,component_transition_score,0.1,7407,337,741,192,0.56973293768546,0.2591093117408907,0.04549750236262994,5.695022765770853,0.5725699559592758,5.701472286813228
2022,low operations,component_transition_score,0.05,2617,124,131,58,0.46774193548387094,0.44274809160305345,0.047382499044707684,9.344127062299926,0.4667869338052541,9.324328226927902
2022,low operations,component_transition_score,0.1,2617,124,262,78,0.6290322580645161,0.29770992366412213,0.047382499044707684,6.283119921201674,0.6288457648101929,6.2718507531319
2022,medium operations,component_transition_score,0.05,2736,123,137,46,0.37398373983739835,0.3357664233576642,0.044956140350877194,7.468755563468043,0.3740922189076266,7.46734477982662
2022,medium operations,component_transition_score,0.1,2736,123,274,62,0.5040650406504065,0.22627737226277372,0.044956140350877194,5.0332917927719425,0.5043181491369109,5.035959635173432
2022,high operations,component_transition_score,0.05,2054,90,103,36,0.4,0.34951456310679613,0.043816942551119765,7.976699029126214,0.3988823294166863,7.922758673213051
2022,high operations,component_transition_score,0.1,2054,90,206,50,0.5555555555555556,0.24271844660194175,0.043816942551119765,5.539374325782093,0.5544418235768884,5.5226056317999985
2022,all matched,airport_operations_only,0.05,7407,337,371,10,0.02967359050445104,0.026954177897574125,0.04549750236262994,0.5924320346805091,0.026410940510609836,0.5927857598202533
2022,all matched,airport_operations_only,0.1,7407,337,741,29,0.08605341246290801,0.03913630229419703,0.04549750236262994,0.8601857302466392,0.07712037234537919,0.8624419615370736
2022,low operations,airport_operations_only,0.05,2617,124,131,7,0.056451612903225805,0.05343511450381679,0.047382499044707684,1.1277394730361978,0.053581831540588584,1.1334708138954366
2022,low operations,airport_operations_only,0.1,2617,124,262,11,0.08870967741935484,0.04198473282442748,0.047382499044707684,0.8860810145284412,0.08431438063398712,0.8902591116657946
2022,medium operations,airport_operations_only,0.05,2736,123,137,7,0.056910569105691054,0.051094890510948905,0.044956140350877194,1.1365497596581804,0.05512976698849888,1.1409070289134753
2022,medium operations,airport_operations_only,0.1,2736,123,274,16,0.13008130081300814,0.058394160583941604,0.044956140350877194,1.2989140110379205,0.1261348311275105,1.3035752498244206
2022,high operations,airport_operations_only,0.05,2054,90,103,3,0.03333333333333333,0.02912621359223301,0.043816942551119765,0.6647249190938511,0.03214154797386632,0.6620290617958811
2022,high operations,airport_operations_only,0.1,2054,90,206,6,0.06666666666666667,0.02912621359223301,0.043816942551119765,0.6647249190938511,0.06435614891646685,0.6622402640530721
2023,all matched,component_transition_score,0.05,8788,355,440,143,0.4028169014084507,0.325,0.04039599453800637,8.045352112676056,0.40349117871594437,7.987240721634671
2023,all matched,component_transition_score,0.1,8788,355,879,207,0.5830985915492958,0.2354948805460751,0.04039599453800637,5.829659183771572,0.5849085128097303,5.811660949302501
2023,low operations,component_transition_score,0.05,3094,125,155,47,0.376,0.3032258064516129,0.040400775694893344,7.505445161290322,0.3803538692873967,7.528014687605291
2023,low operations,component_transition_score,0.1,3094,125,310,73,0.584,0.23548387096774193,0.040400775694893344,5.828696774193548,0.585064770463938,5.827738252900559
2023,medium operations,component_transition_score,0.05,2954,122,148,45,0.36885245901639346,0.30405405405405406,0.04129993229519296,7.362095702259637,0.37025389131789616,7.370526916503443
2023,medium operations,component_transition_score,0.1,2954,122,296,70,0.5737704918032787,0.23648648648648649,0.04129993229519296,5.726074435090829,0.5740828918614571,5.725114096241161
2023,high operations,component_transition_score,0.05,2740,108,137,50,0.46296296296296297,0.36496350364963503,0.03941605839416058,9.25925925925926,0.4650056136027557,9.217093905559242
2023,high operations,component_transition_score,0.1,2740,108,274,62,0.5740740740740741,0.22627737226277372,0.03941605839416058,5.7407407407407405,0.5765197113144322,5.734714462746332
2023,all matched,airport_operations_only,0.05,8788,355,440,7,0.01971830985915493,0.015909090909090907,0.04039599453800637,0.39382842509603067,0.017480938794521516,0.3926418619327213
2023,all matched,airport_operations_only,0.1,8788,355,879,29,0.08169014084507042,0.03299203640500569,0.04039599453800637,0.8167155378230705,0.0729174227730973,0.8159698981431194
2023,low operations,airport_operations_only,0.05,3094,125,155,5,0.04,0.03225806451612903,0.040400775694893344,0.7984516129032257,0.03778421886337357,0.7959080817437487
2023,low operations,airport_operations_only,0.1,3094,125,310,12,0.096,0.03870967741935484,0.040400775694893344,0.9581419354838709,0.09078802345658761,0.9550863085976911
2023,medium operations,airport_operations_only,0.05,2954,122,148,10,0.08196721311475409,0.06756756756756757,0.04129993229519296,1.6360212671688084,0.0793543704272909,1.6409199130169714
